site_no,Visummer,VI winter,Vispring,VI fall,StreamOrde,DrainageArea,D50_mm,AI,Ludev,Luforest,Luagri,Mean Elev,Slope,Mean discharge,CAT_SILTAVE,CAT_CLAYAVE,CAT_SANDAVE,Pred Wbank,Pred D bank,Pred W mean,Pred D mean,Soil erodib factor,Rainfall,HydraulicCOnductivity,Permeability,Rating Curve Coeff,RatingCurve Exponent
2167000,0.31,0.47,0.46,0.26,6,3537.2745,1.4182389,0.78086875,2.82,75.75,3.6,11145,0.00019866,52.60213904,33.39,34.96,31.64,60.41617,2.4393728,59.709995,2.3053534,0.2693,1145.874799,12.5784,3.830701916,0.619161278,0.4087465
5593000,0.21,0.41,0.34,0.18,6,7055.8983,0.23788868,0.7622,17.55,31.86,6.38,12776,9.05E-05,64.05857871,65.9,22.48,11.62,82.5206,4.2653604,63.122147,2.0399358,0.401,1075.234427,0.0934,2.144303797,0.601268069,0.469581919
6085800,0.21,0.27,0.31,0.15,6,3362.2371,0.946669,0.206333333,8.02,0,61.05,107618,0.00287944,14.51550368,47.26,25.59,27.15,38.249886,1.6922207,30.50573,0.9917917,0.3469,315.0065728,76.6588,6.883962209,0.172227684,0.61053774
3081500,0.17,0.55,0.52,0.16,6,2747.2887,0.1449557,0.9777,18.38,74.03,0.11,35687,0.00581188,62.45737688,47.02,16.97,36.01,81.2096,1.9420736,79.11344,1.4530866,0.2457,1173.697286,0.1755,18.63127038,0.299289386,0.482541488
2479000,0.32,0.51,0.42,0.3,7,17060.4693,0.46490723,1.0606,4.76,18.88,1.71,1248,0.00023399,308.7339187,35.47,22.92,41.62,100.83925,5.7499084,94.36788,4.513995,0.2295,1619.577618,6.898,6.707920751,0.708860279,0.277908749
2226500,0.27,0.41,0.4,0.22,5,3237.7941,0.102160916,0.78135,11.14,9.31,12.83,2248,1.28E-05,32.15661585,6.74,6.4,86.86,56.749504,3.215775,68.914375,3.0993645,0.1027,1234.781733,0.0767,30.15,0.856971051,0.206509291
6225000,0.11,0.14,0.15,0.09,4,548.316,7.4651623,0.158675,7.36,3.49,0,172282,0.00848344,7.791197894,43.45,27.92,28.63,26.51914,1.0129215,20.375805,0.689885,0.375,228.7953862,2.0873,3.029052369,0.317701745,0.418430464
2365500,0.31,0.54,0.43,0.24,7,9076.23,0.33459127,0.958566667,4.39,3.47,0.9,1252,0.00015209,168.0672082,29.2,15.74,55.07,88.39266,4.258555,84.34314,2.9354563,0.1581,1533.500958,28.39,11.3172335,0.619555123,0.282314168
9431500,0.11,0.11,0.14,0.09,6,7323.8346,6.036965,0.14445,0,0,0,125379,0.00595975,7.580096143,45.75,19.28,34.97,40.567112,1.4664948,47.935574,1.2163724,0.25,357.970904,0.0009,6.01,0.357034101,0.526126855
3401000,0.2,0.52,0.49,0.18,5,970.2153,1.6500404,1.037177778,29.36,61.85,2.13,34873,0.00016988,20.6115446,55.99,20.09,23.92,48.087368,1.7275879,39.029274,1.3670478,0.3,1240.422912,0.063,9.14,0.14788425,0.874747491
1560000,0.31,0.49,0.52,0.22,4,447.0849,0.17357019,0.8282,8.29,55.51,35.97,32161,0.00044914,7.276030334,52.24,26.09,21.67,30.47693,1.5426139,25.114449,0.8891319,0.3263,975.900601,0.072,6.637020725,0.587337515,0.257169652
4086600,0.25,0.38,0.42,0.17,5,1557.64,4.7098026,0.766014286,7.37,20.25,41.67,20111,0.0006908,12.86268032,41.62,41.92,16.45,42.660915,1.8583767,34.53791,1.1924385,0.3094,844.7359045,0.087,2.17,0.250508039,0.662281524
4062011,0.21,0.37,0.5,0.18,5,2693.073,0.74651694,0.80535,2.21,56.33,0,34485,1.00E-05,13.54217028,17.12,4.99,77.89,48.44222,1.9579461,40.097397,1.2990884,0.1687,742.6927378,0.1695,20.5150096,0.274525213,0.589212801
2336490,0.2,0.37,0.34,0.16,5,4123.3896,0.64813256,0.88074,77.18,17.03,0.72,22902,1.00E-05,77.11794753,29.93,33.47,36.6,74.38117,2.7596564,68.43182,1.9745079,0.1396,1314.28039,0.1606,4.82017325,0.347114015,0.630825681
3045000,0.21,0.47,0.51,0.19,5,444.8358,0.5768229,0.92032,23.39,56.93,15.22,30950,0.00238675,8.738593105,55.92,25.2,18.88,37.593876,1.304604,30.978994,0.7252117,0.377,1202.051825,0.1263,3.765331263,0.422337375,0.376262758
9432000,0.09,0.11,0.14,0.08,6,8290.1124,4.1716447,0.132,0,0,0,117550,0.00491228,7.955945043,32.64,32.03,35.33,38.140892,1.5401585,55.333504,1.493483,0.29,325.6473421,0.1481,1.6,0.432933217,0.474671117
4258000,0.4,0.45,0.5,0.27,5,780.378,0.43730682,1.1344,0,88.77,0,24411,1.00E-05,19.69320242,47.66,29.14,23.2,79.1067,2.4712205,43.4506,1.1519232,0.39,1008.762372,0.0909,1.290427807,0.312268118,0.46834642
2350512,0.27,0.4,0.49,0.26,6,10195.4844,0.43206513,0.76788,2.17,45.23,31.83,5909,1.00E-05,124.4568711,16.03,20.21,63.76,100.56702,3.5641453,89.9256,2.423286,0.1355,1229.925713,0.0301,15.65133747,0.271457678,0.578798961
1541500,0.24,0.47,0.47,0.21,4,965.0448,0.3633013,0.973155556,7.58,68.03,16,34523,0.00114072,17.84751333,49.54,19.38,31.13,46.26852,1.5890723,49.130795,0.8327989,0.2524,1079.021339,0.2241,14.78585557,0.301552916,0.532957077
2106500,0.31,0.42,0.44,0.28,5,1766.3184,0.2424404,0.865775,4.55,37.7,12.92,861,0.00024838,24.05707631,16.6,15.43,67.97,42.68744,2.5366993,36.812614,1.7933642,0.1316,1243.440068,8.0167,15.99899147,1.113023758,0.237928586
2338500,0.26,0.43,0.4,0.2,6,6917.4468,0.9422538,0.956625,21.18,60.97,5.08,19372,1.00E-05,124.0662974,34.07,26.63,39.3,94.06083,2.8168213,99.69568,1.9462916,0.2515,1279.905792,0.0253,6.351476535,0.161328634,0.655995831
6928000,0.27,0.52,0.39,0.22,6,3249.9693,0.6928644,0.75615,5.83,45.68,45.8,25652,0.00025685,31.07723603,39.35,40.69,19.95,64.15504,2.3650703,52.93956,1.2043649,0.3725,1120.622149,0.1831,4.9,0.392743482,0.490280585
9034250,0.16,0.22,0.24,0.13,5,2053.3635,1.2536129,0.309566667,1.07,47.62,2.72,236627,0.00417623,8.166593725,28.94,23.98,47.08,31.27721,1.1810291,52.617268,0.99050164,0.2601,448.5198625,0.7737,9.736973133,0.280800498,0.421332641
6065500,0.21,0.16,0.15,0.17,7,42839.6328,3.228854,0.2086,0,27.66,0,109519,0.05983606,157.9711076,49.36,21.81,28.84,118.6505,2.6074371,170.04613,2.8143492,0.32,313.3357948,0.1056,4.15,0.117072003,0.724243157
3106000,0.33,0.44,0.48,0.23,5,922.4334,0.7644439,0.8481,11.14,29.95,55.03,26088,0.00113131,13.06200228,56.98,22.93,20.09,41.86796,1.8665944,32.517624,0.91596496,0.2727,970.8137712,0.2086,3.482320819,0.324093502,0.570533329
2217475,0.3,0.54,0.46,0.27,5,861.7131,0.3689419,0.876533333,4.81,64.65,21.75,20128,0.00058157,13.33891228,29.84,32.87,37.29,39.95482,2.1069212,36.337597,1.1104943,0.25,1258.445886,0.0925,5.08,0.654796232,0.550374496
2074000,0.27,0.51,0.5,0.23,6,1408.4928,1.0310284,0.85546,11.15,69.46,13.73,16379,1.00E-05,20.17144488,34.15,37.68,28.18,49.66984,2.0354478,45.641438,1.3763629,0.2844,1112.071842,0.113,4.431290873,0.221476355,0.624166374
4074950,0.23,0.37,0.45,0.16,5,1205.083,5.4690847,0.85488,8.14,44.94,39.27,38193,0.00056313,12.5063417,35.2,6.4,58.4,36.98035,1.5900763,32.63047,0.8827904,0.1789,767.3520378,245.1742,16.97685626,0.242104966,0.601988853
7377000,0.27,0.47,0.43,0.21,5,1520.6769,0.24978839,1.0681,5.56,4.58,0,4454,1.00E-05,30.07742642,51.53,19.1,29.37,51.815144,2.6355045,40.291977,2.0657632,0.35,1590.266617,112.229,3.91,0.743432194,0.251269346
2223248,0.28,0.52,0.46,0.22,7,9935.8848,0.3648559,0.733266667,3.06,40.44,5.34,5477,1.00E-05,105.8697795,27.96,20.73,51.31,67.829124,3.4692154,61.89991,2.5365894,0.1762,1167.081405,6.7059,10.66195438,0.799725342,0.297303649
6324500,0.16,0.19,0.16,0.14,6,20795.3973,1.2705765,0.244083333,1.91,11.15,0.59,102142,0.00036353,13.19251442,52.17,23.92,23.65,50.734795,2.0675755,86.59972,1.5313184,0.3443,326.0075742,54.9713,4.432735549,0.252165954,0.635685049
1074520,0.25,0.4,0.55,0.21,3,297.6732,3.6799176,1.149625,12.08,85.17,0.03,24186,0.01018147,9.597639897,38.97,4.47,56.55,28.646795,1.0336034,25.149775,0.75847524,0.2217,1370.632062,0.0323,17.37163317,0.251802982,0.522797008
2387500,0.33,0.44,0.48,0.3,6,4151.7063,1.5574417,1.004025,28.75,17.88,48.03,18592,1.00E-05,83.98882107,49.19,31.3,19.52,62.046585,3.6463978,56.770893,2.2234397,0.3267,1286.655872,0.0193,3.844186153,0.642421717,0.418208813
4213000,0.28,0.47,0.48,0.21,4,455.76,2.0056956,0.988975,50.71,29.02,11.22,18597,0.00665936,8.562066168,44.49,13.37,42.13,31.55158,1.4579474,29.63114,0.7421647,0.34,1033.056388,0.0001,23.03,0.345861673,0.462664857
6349000,0.16,0.24,0.3,0.13,6,8582.6457,0.23935062,0.3313,5.49,0.68,42.18,50291,0.00022837,8.177580644,38.89,17.16,43.6,38.58894,2.3309984,36.596504,1.7450279,0.2514,449.3854509,13.2623,12.11157061,0.562960311,0.452897375
2484000,0.27,0.53,0.46,0.2,5,786.1347,0.5694433,0.9939,20.88,26.91,12.05,11586,0.00288135,14.24292615,55.53,21.8,22.67,39.41242,2.0338721,28.44663,1.1231817,0.3925,1462.439323,0.2193,4.144056225,0.741302181,0.260405255
6933500,0.21,0.52,0.42,0.17,6,7339.6998,1.0228705,0.757275,19.38,50.92,17.49,20133,0.00206424,81.02365557,39.35,40.69,19.95,91.59971,2.9199219,90.701035,1.9618431,0.37,1144.263617,0.1776,4.9,0.428323515,0.394266154
3252300,0.35,0.53,0.5,0.28,4,399.9528,0.9721586,0.9287,3.56,11.48,84.91,23626,0.00021348,5.630229543,50.11,42.66,7.23,22.930588,2.1465805,21.685106,1.1735005,0.36,1151.000166,0.016,2.05,0.998326572,0.511181765
2016000,0.29,0.52,0.49,0.23,4,1195.0146,4.9138784,0.762342857,3.93,66.34,21.27,30942,0.00086019,16.65783957,47.08,23.35,29.45,46.137196,1.5095224,43.203106,0.50719124,0.2981,965.3622797,0.0649,7.752681872,0.293975076,0.511974241
3331500,0.19,0.37,0.5,0.16,5,2219.8518,0.32922453,0.857733333,8.24,19.84,64.27,21524,1.00E-05,27.25914017,21.12,10.17,68.71,59.08314,2.44956,50.438137,1.2540228,0.2148,1022.290721,226.404,23.23219911,0.528367163,0.397546742
4071000,0.28,0.4,0.51,0.18,5,1811.586,0.13211578,0.79542,5.54,15.14,57.82,22521,0.00047357,16.43308912,43.07,14.97,41.96,44.33776,2.0466099,40.45541,1.0442216,0.21,790.1371179,6.6476,4.91,0.294607,0.667195213
4286000,0.26,0.4,0.47,0.19,5,1024.5087,0.04923897,1.08586,35.85,56.55,5.46,15768,9.80E-05,18.45878812,54.17,11.74,34.17,46.96789,2.0862155,40.37305,1.1821858,0.2891,968.8534984,0.1566,8.569584922,0.241203454,0.682096224
6336000,0.14,0.18,0.17,0.12,6,16073.3664,1.8124745,0.26324,8.78,5.51,0,68721,0.0008371,10.98015107,42.08,22.83,34.97,36.49406,1.8325295,29.072058,1.0978262,0.2539,361.996344,11.8296,7.43415625,0.40456023,0.444981825
2054500,0.33,0.48,0.47,0.26,5,658.7712,1.6121749,0.8053,64.49,28.26,7.25,36321,0.00125,7.235678892,48.78,23.47,27.75,30.238657,1.3917905,25.694494,0.7138601,0.29,1006.308112,0.0422,6.79,0.301216983,0.514703125
7151000,0.25,0.32,0.23,0.26,6,11566.9116,2.286339,0.501666667,23.66,1.93,56.15,28366,0.00034733,34.054153,40.47,19.64,39.88,91.47957,2.7586918,53.45417,0.99029154,0.2972,915.9769308,15.0017,12.20990019,1.127634615,0.179909785
7185000,0.27,0.44,0.31,0.24,6,15350.0301,2.158396,0.695333333,2.83,5.84,71.53,22879,0.00042632,121.1141577,51.95,37.63,10.42,81.66153,5.9828625,73.34936,4.356583,0.4191,1134.971981,0.1665,2.734153248,0.434434489,0.378082634
4234000,0.32,0.45,0.48,0.24,5,327.223,0.13262424,0.895328571,23.29,41.38,31.64,23964,0.00884706,5.567649413,56.76,24.02,19.22,26.029297,1.1399139,23.545202,0.6793482,0.4052,957.5592661,0.0279,2.73674148,0.259109436,0.477321766
1463500,0.24,0.37,0.38,0.19,6,17573.6097,0.3666097,0.918123077,65.08,17.6,6.65,118,0.00050617,347.1359466,44.72,15.35,39.83,245.84009,3.9345589,280.3896,1.6676414,0.2717,1232.723751,28.3598,13.09444182,0.091724632,0.55431134
3287000,0.36,0.51,0.46,0.28,6,13213.1214,2.764501,0.9124,5.76,43.8,46.02,15174,2.34E-05,201.9925197,51.4,41.08,7.53,102.16822,8.713623,104.6342,7.221446,0.3191,1209.085353,0.0211,2.743543342,0.015873568,1.138693855
3040000,0.16,0.39,0.4,0.15,5,1175.2047,0.590243,0.962825,61.1,30.67,0.85,35697,0.00118566,21.11906662,56.79,25.79,17.41,48.71459,1.6489735,45.722057,0.7620732,0.3566,1126.456321,0.1484,2.891820896,0.251285749,0.523673927
4056500,0.24,0.35,0.52,0.24,5,2922.023,0.5945817,0.869566667,6.22,45.51,9.59,18790,6.69E-05,40.88320263,35.77,10.77,53.46,61.79766,2.4410238,58.356308,1.5060941,0.2779,801.6468745,0.0244,12.38563315,0.476561087,0.406813637
2359500,0.33,0.44,0.39,0.32,4,347.5143,0.4451735,0.99137,5.91,29.33,0.29,0,0.00048168,16.4768669,10.56,8.03,81.41,42.43767,2.0878325,38.263905,1.8819647,0.0952,1571.840341,26.5697,24.18596157,0.576555733,0.443798033
2075500,0.28,0.51,0.44,0.24,7,6700.8357,1.7033212,0.8086,4.36,54.36,21.02,10114,1.00E-05,84.61915306,41.53,34.39,24.08,76.27133,3.9873364,66.19891,1.966397,0.3,1127.146616,0.4073,5.31,0.411170772,0.508497885
5484650,0.21,0.42,0.37,0.14,6,9085.5828,0.91353476,0.6855875,36.86,9.22,7.47,24382,1.00E-05,62.33414216,63.31,30.09,6.6,84.5721,3.6368804,78.63398,1.0856686,0.3003,905.3341449,0.0466,2.731896552,0.324588733,0.503463498
2082585,0.24,0.34,0.36,0.21,6,2418.6672,0.17125207,0.80396,79.31,7.95,2.31,1711,0.00032786,27.29858547,21.98,24.62,53.39,53.6617,2.695269,45.12536,1.9179513,0.1896,1176.384186,3.3433,8.717661224,0.695895883,0.425623849
1520000,0.25,0.41,0.46,0.2,4,776.1636,0.12577765,0.80962,7.75,59.04,19.18,30168,0.01158798,9.186706481,54.74,16.88,28.33,34.66692,1.5234487,29.165342,0.7981666,0.3378,877.3714045,0.0873,6.870362458,0.178617997,0.685808905
8104100,0.25,0.33,0.3,0.32,4,3421.0674,3.109005,0.4558,8.72,32.84,1.96,15017,0.00685597,6.166974506,47.45,39.47,13.08,32.405018,2.3397467,31.160927,0.993952,0.3031,900.8108112,0.073,1.982029911,0.666685314,0.392977066
7156900,0.14,0.24,0.19,0.11,6,16468.335,0.24672294,0.2534,28.27,0,0,70942,0.00031446,5.6984164,32.29,12.82,54.89,41.036526,2.3674843,61.584915,1.9577534,0.24,530.4714355,142.5067,17.51,0.47408795,0.221840911
4223000,0.23,0.38,0.5,0.16,5,2549.533,0.9754713,0.88475,47.09,28.57,8.99,33400,1.00E-05,39.32654313,52.22,30.82,16.96,61.04952,2.7557676,49.979004,1.3431107,0.49,904.7416658,0.3277,1.54,0.103367459,0.776686352
2334430,0.2,0.37,0.36,0.17,5,2681.8704,0.16530359,0.977,25,50,13.54,27841,0.05303097,57.15791589,29.84,32.87,37.29,76.07593,2.8259804,43.93694,4.9036283,0.1691,1365.505777,0.0925,5.08,0.184555724,0.58329328
1055000,0.25,0.42,0.62,0.23,3,251.3115,1.191755,1.171033333,3.06,70.45,0.21,18255,0.01004392,6.19667883,38.96,4.62,56.42,23.615519,1.2529073,22.44875,0.9073822,0.2179,1206.173879,0.123,14.06749234,0.365481713,0.420403178
3281500,0.3,0.5,0.47,0.26,5,1837.5066,2.2333446,0.96075,16.8,31.1,47.28,20117,1.00E-05,31.39013668,52.23,20.98,26.79,60.399788,2.1548154,48.341873,1.2551187,0.3288,1207.156313,20.7783,4.886174184,1.045195335,0.328217275
6921070,0.29,0.54,0.37,0.22,4,717.0111,0.96453494,0.743,5.02,45.11,49.43,26508,0.00072593,8.260492237,49.12,32.85,17.92,41.695545,1.8986459,23.16756,0.5531005,0.3614,1153.273099,0.0849,4.433926878,0.424145847,0.521256362
3349000,0.22,0.34,0.31,0.19,4,2213.9838,1.3425503,0.834285714,83.94,3.94,3.2,22933,1.00E-05,25.54707806,46.53,20.81,32.66,53.08482,1.8850574,47.47179,1.0518332,0.3208,1049.961393,28.2193,8.224814123,0.335757306,0.571102047
3612000,0.2,0.56,0.5,0.18,5,633.3453,0.44017112,0.890033333,2.59,53.35,13.16,9979,0.00300555,8.375005381,70.5,20.77,8.73,33.625816,3.2151344,21.261375,1.1324947,0.4,1221.374094,6.802,1.96,1.327530726,0.286134541
3082500,0.2,0.32,0.29,0.17,6,3428.8056,0.14435594,0.868966667,87.22,5.57,0.51,26253,0.0009719,79.79714165,54.52,24.65,20.82,82.63057,2.9194207,88.58951,1.3443583,0.3712,1079.752567,0.1062,3.947848101,0.251476667,0.475965713
1562000,0.21,0.47,0.51,0.18,5,1954.665,0.21395952,0.805733333,31.79,52.09,11.93,24628,1.00E-05,28.88653504,50.96,18.87,30.17,65.571335,2.1618972,54.94336,0.8666791,0.2982,997.7026201,0.1204,11.62446451,0.412911813,0.402920625
3366500,0.27,0.5,0.48,0.23,4,762.3207,0.6148756,0.900558333,4.91,46.03,45.67,16748,1.00E-05,10.72119393,58.07,25.08,16.84,36.40684,2.2170224,29.775963,1.1542311,0.4014,1113.953048,0.0341,2.512470229,0.84512288,0.341086605
2442500,0.29,0.52,0.47,0.22,4,639.7245,0.4555727,1.015466667,4.6,2.09,28.03,7627,0.00022813,12.51058922,46.72,16.85,36.43,35.65325,2.2347796,46.767345,1.5697441,0.2598,1391.316385,123.2722,3.85,0.61998104,0.229553882
2169000,0.24,0.34,0.34,0.19,6,6550.1973,0.28372878,0.716022222,79.56,10.4,0.27,4039,0.00218265,80.99678293,12.47,16.65,70.89,71.53523,3.1482213,69.62153,2.6189873,0.1477,1139.50702,5.1454,17.47758556,0.193974038,0.484702664
5500000,0.21,0.45,0.37,0.19,5,1569.9312,0.538355,0.746078571,3.65,32.16,56.06,14619,0.00068229,13.65195451,62.29,29.65,8.06,49.27717,3.1727073,30.69036,1.5777535,0.3656,979.7529787,0.0304,2.67401864,0.341016377,0.572243404
5592500,0.17,0.37,0.45,0.15,6,5037.4602,0.15688731,0.7798625,9.31,31.6,41.25,13979,0.00012589,48.97226496,69.79,17.93,12.28,78.912056,3.4617746,63.252945,1.5466454,0.3728,1046.130124,0.0941,2.515526816,0.92400057,0.314250852
1164000,0.28,0.44,0.53,0.26,4,518.7096,0.11848386,1.0674,8.73,79.39,5.41,23264,0.0062801,10.49695318,38.7,4.53,56.77,31.328163,1.432286,29.863964,1.2749232,0.1969,1199.481087,0.0831,12.96609298,0.339239452,0.382855448
5465500,0.18,0.35,0.38,0.11,7,32340.9546,0.7124423,0.70688,15.79,1.56,6.21,16973,0.00023196,282.502367,60.24,28,11.76,227.15535,5.350229,198.84708,2.1576025,0.2967,924.6761541,135.7066,4.545671504,0.245522877,0.474177333
8012000,0.3,0.45,0.44,0.24,4,1336.4775,0.6547416,1.0152,5.44,29.73,25.63,501,0.00015149,26.04466089,56.28,28.48,15.24,48.254364,2.4430122,37.051804,1.8387148,0.4702,1549.811731,94.5006,1.649721365,1.389739845,0.231212513
4154000,0.21,0.35,0.4,0.17,4,1060.921,0.5700954,0.762252941,60.36,4.42,16.25,21956,0.00044555,10.40854813,22.36,9.33,68.31,34.00518,1.8496363,27.923763,0.936489,0.2075,814.9705308,230.5358,27.63931484,0.392720351,0.690363617
3011020,0.2,0.43,0.48,0.17,6,4164.1983,0.13311446,1.136833333,33.9,58.87,0.61,41167,0.00089228,80.42594454,52.05,19.36,28.59,84.9616,2.239996,93.572655,1.4722646,0.337,1147.172211,0.1799,9.24727438,0.106861243,0.721695872
3571000,0.36,0.54,0.53,0.32,5,1038.0537,0.6697475,1.0796,5.56,24.1,56.66,19478,0.00027465,23.10081794,46.83,32.2,21.02,74.71857,2.0114768,37.250946,1.7363561,0.3259,1363.159888,0.1108,4.062712912,0.760929212,0.247153604
1052500,0.24,0.32,0.47,0.23,4,396.09,0.36554185,1.15145,4.66,89.57,0,38145,0.01288877,10.36123075,43.33,6.9,49.77,35.461292,1.0858262,43.588314,0.8805064,0.2624,1090.776804,0.3464,10.45377622,0.335760439,0.460899002
2472850,0.32,0.5,0.46,0.29,4,666.018,1.0179589,1.016033333,6.33,30.16,30.43,6232,0.00015357,12.08187285,38.88,20.44,40.68,31.685043,2.1179533,28.176498,1.2071646,0.2954,1522.449148,6.898,3.835711368,0.316630287,0.717095101
2228500,0.34,0.37,0.36,0.3,4,561.2319,0.16009256,0.837383333,6.05,55.03,2.62,2842,0.00032508,5.633146173,6.87,7.8,85.34,26.735167,1.8600703,20.309072,1.5932051,0.1,1289.668646,2.543,20.24847949,0.844752497,0.335435749
5426000,0.22,0.3,0.5,0.15,5,1971.9477,4.6623926,0.7619,7.2,3.85,82.28,23840,0.00083546,15.29248838,43.3,15.62,41.07,48.77658,1.9462117,42.45091,0.8126128,0.3167,900.7271763,0.1275,13.43477327,0.299380344,0.741020744
1438500,0.23,0.44,0.49,0.2,6,9013.8951,0.67894447,1.011233333,24.78,57.23,3.84,11382,1.00E-05,161.0848231,38.08,8.95,52.98,128.46214,3.8753707,121.01553,2.8193986,0.2705,1185.194706,0.0325,19.41866827,0.125693629,0.591941421
2419000,0.31,0.48,0.43,0.24,5,865.3581,0.8337156,0.902125,14.06,49.1,5.45,6767,0.0017462,11.81306146,30.68,24.99,44.33,36.461258,2.0231466,33.28629,1.3777279,0.2411,1325.709416,95.424,6.004708187,0.518623935,0.509364659
1176000,0.25,0.45,0.56,0.21,4,388.1268,0.43318087,1.079725,4.31,85.81,0.74,11578,0.00429315,7.682546329,46.54,5.92,47.54,26.39321,1.2419649,24.71221,0.7025247,0.1945,1207.736065,0.0823,8.547669544,0.387360871,0.554045939
1572190,0.24,0.51,0.49,0.18,4,437.1543,1.03088,0.920885714,13.25,71.01,13.85,12917,0.00102647,9.170622538,47.62,17.21,35.14,36.367657,1.5344698,34.63709,0.7363422,0.2486,1156.76687,0.0489,17.34003271,0.485710015,0.470099034
3295400,0.27,0.56,0.49,0.23,3,453.8916,0.8398292,0.930277778,3.35,77.28,17.76,17827,0.0021242,7.367833403,48.03,45.81,6.16,32.284355,1.9991357,30.528463,0.96481335,0.31,1178.059217,0.0107,0.92,0.309384502,0.422972523
2477000,0.31,0.52,0.45,0.26,6,2379.0474,0.51499456,0.960875,19.62,23.32,13.69,6661,0.00016028,39.67070553,46.01,15.57,38.42,47.698246,2.7083552,34.11522,1.6490151,0.2592,1444.665249,0.9802,5.469836463,0.896309682,0.375351144
5430175,0.2,0.36,0.5,0.13,4,1255.8438,0.62953293,0.7713,2.63,15.12,55.39,24345,5.28E-05,10.79702632,42.89,15.43,41.68,35.50247,1.8895979,34.67399,0.6596986,0.3112,901.2332114,31.1073,13.86179927,0.359737808,0.686934842
4276500,0.28,0.45,0.53,0.24,4,699.7392,0.20835844,0.854533333,6.94,71.68,16.39,4458,0.00123807,10.14809019,41.89,8.22,49.92,32.56969,1.8944659,32.039738,0.97730017,0.2408,898.3642615,0.1987,18.25806075,0.234177976,0.559747943
7263012,0.3,0.5,0.41,0.21,5,2475.0099,1.2741711,0.857866667,6.94,22.37,59.12,8646,1.00E-05,40.66533316,51.12,22.95,25.93,53.279766,2.6454322,43.381462,1.8100902,0.3,1329.060009,81.7779,18.06,0.395265317,0.652308176
1510000,0.26,0.41,0.52,0.19,4,380.7459,0.14543486,1.01265,9.37,29.23,53.66,31123,0.0026741,7.62871609,55.89,16.15,28.01,27.727512,1.3475684,27.39318,0.9443886,0.33,1108.095784,0.0104,9.843139975,0.399319801,0.486248147
5582000,0.16,0.3,0.45,0.13,6,4673.8107,0.13002534,0.713614286,2.54,1.75,80.13,14642,0.00032796,43.74506844,57.31,23.54,19.16,68.745316,2.7391577,57.770855,1.3934526,0.3162,945.3845336,123.0001,3.74415406,0.441737331,0.422346407
6337000,0.15,0.23,0.19,0.14,6,21598.1478,0.38879478,0.287883333,3.73,9.42,0,59104,1.00E-05,15.39643936,42.78,23.17,33.88,42.508785,2.7294562,27.609303,1.1530925,0.2562,385.7232686,13.7565,7.173384615,0.352864323,0.429841945
7328100,0.25,0.4,0.27,0.23,6,12361.3137,1.1003488,0.4738125,6.41,16.59,15.37,30473,0.00041249,22.16593875,50.07,21.86,28.07,62.94655,2.5851374,41.71258,1.227883,0.3373,910.6368116,0.0836,5.049251893,0.362316052,0.56794593
2314500,0.35,0.42,0.42,0.32,5,2935.8666,0.09362792,0.829142857,6.02,33.69,1.76,2957,0.00018453,27.47049677,8.14,6.64,85.22,54.310913,2.3050106,60.483196,1.7411673,0.1,1266.383306,5.2615,25.22766824,0.752677626,0.382819799
6889500,0.15,0.27,0.28,0.13,5,771.2757,0.21086648,0.602525,49.2,0.45,47.65,26645,0.00181372,5.538001722,58.98,22.6,18.38,29.79275,2.05968,27.232956,0.6525229,0.3103,940.7911353,124.4897,5.710946786,0.659311035,0.434746223
6279940,0.09,0.12,0.1,0.08,5,1812.5667,1.843955,0.249066667,7.9,1.14,2.49,169471,0.00624296,24.78235453,42.13,23,34.87,45.493862,1.0952128,37.448093,0.7364004,0.29,254.6986824,142.5067,7.21,0.21481919,0.461658949
7062500,0.27,0.5,0.37,0.25,6,2568.0843,0.1673191,0.829133333,6.91,16.01,72.04,12818,0.00202599,30.46720718,48.08,22.48,29.44,56.109722,2.5512607,44.966026,1.8059886,0.3608,1191.745261,0.1238,7.792795226,0.319481679,0.57648447
9469500,0.13,0.13,0.16,0.14,7,31562.1261,0.67606527,0.1556,3.83,0,0,70399,0.00259875,14.59377132,27.24,21.21,51.55,59.263367,2.0841377,73.44329,1.8585117,0.14,388.2941411,0.6341,1.55,0.407321753,0.636807239
1547950,0.16,0.49,0.5,0.16,4,397.4337,1.3621445,0.927433333,8.84,88.76,0.07,22391,0.00754854,7.583380892,46.6,16.74,36.66,30.647978,0.99194163,25.264122,0.6889739,0.23,1061.091867,0.187,19.27,0.297293151,0.572167653
3421000,0.29,0.48,0.49,0.24,5,1663.884,3.3620121,1.0507,21.13,33.14,41.18,24901,0.00168026,36.10845196,44.01,39.33,16.66,53.93954,1.9016277,45.924683,1.3052068,0.35,1351.618835,1.5912,3.19,0.385265276,0.54885571
3280000,0.2,0.54,0.49,0.18,6,2853.2376,3.3405728,0.9544,21.46,68.25,1.98,21328,0.0015344,41.83634615,54.35,21.93,23.72,69.530556,1.744727,67.67506,1.4624047,0.31,1181.106963,0.0746,6.06,0.486729364,0.541109711
2151500,0.27,0.46,0.47,0.24,6,2259.1053,2.9826376,0.89175,9.87,60.34,12.93,19522,0.00075208,44.76529446,30.06,31.27,38.67,61.14251,2.2396085,60.497513,1.6332653,0.24,1232.367496,0.1548,3.83,0.191099082,0.621334233
